Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds,Rounds Played,Agents Lied
4,2,160,79,0.6144846340932517,10,5,false
2,2,49,8,0.96555651061471,28,16,true
4,2,160,79,0.04159625295215075,13,10,false
2,2,49,8,0.11161634750997607,14,9,false
2,2,49,8,0.6762013000399644,42,21,false
1,2,49,9,0.028439899577029748,18,18,false
2,2,49,8,0.3044735584511623,28,17,false
1,1,49,0,0.9145949009373509,19,9,false
1,2,49,9,0.27367649661956295,47,47,true
2,2,49,8,0.5583186418708047,47,24,false
1,2,49,9,0.9053158726430228,25,25,false
2,2,25,0,0.4422554888188064,48,25,true
4,2,160,79,0.005437986726323341,32,22,false
1,1,49,0,0.17219169661241118,10,10,false
4,2,160,79,0.25761181546465106,31,27,false
6,2,160,66,0.32786307251818314,47,31,false
1,1,49,0,0.706748739991452,33,16,false
2,2,25,0,0.8731160844290984,32,14,true
6,2,160,66,0.19593264660376153,39,34,false
2,2,49,8,0.8448498367582398,44,21,false
1,1,49,0,0.7882822596548923,16,11,false
6,2,160,66,0.12188618543627261,21,13,false
2,2,25,0,0.6960441097066173,47,23,true
4,2,160,79,0.978545503325222,12,10,true
4,2,160,79,0.5463413306434324,40,28,true
2,2,25,0,0.9813989685822853,17,8,true
2,2,25,0,0.4051929412961398,14,9,false
1,2,49,9,0.7434668990330654,13,13,false
2,2,49,8,0.998356005566866,28,16,false
4,2,160,79,0.7415774750546766,35,28,false
2,2,49,8,0.7296465570090019,17,11,false
2,2,25,0,0.630146866315188,18,10,false
2,2,49,8,0.08034362244617677,31,17,false
6,2,160,66,0.5719734167746127,21,13,true
1,1,49,0,0.6842192230292424,30,15,false
2,2,25,0,0.8027145417154784,21,11,true
1,2,49,9,0.9391619119367606,28,28,true
2,2,25,0,0.20204236985057933,24,13,false
2,2,25,0,0.8380948752512655,12,7,false
6,2,160,66,0.23798907793848512,37,27,false
1,2,49,9,0.02648466716414799,43,43,false
1,2,49,9,0.5907983222498857,42,42,false
2,2,25,0,0.5026362539640546,47,20,true
4,2,160,79,0.3737121192497873,10,10,false
1,1,49,0,0.08068285950049559,15,8,false
4,2,160,79,0.3906279042458445,17,12,false
4,2,160,79,0.7097149672827584,10,5,false
1,1,49,0,0.07605722779473933,16,11,false
2,2,25,0,0.3969497778138188,46,19,false
1,1,49,0,0.1837854033934797,41,19,false
1,1,49,0,0.04613600601415302,33,16,false
4,2,160,79,0.35312641824075097,47,37,false
2,2,25,0,0.4923481399424148,19,11,false
4,2,160,79,0.18902128599586543,30,30,false
4,2,160,79,0.8893995940590527,33,29,false
2,2,25,0,0.0695566727710365,34,14,false
1,1,49,0,0.5710120937412018,43,20,false
4,2,160,79,0.9978335319008887,22,16,true
4,2,160,79,0.8322257411137128,32,32,true
2,2,25,0,0.4637401773617157,35,16,false
1,2,49,9,0.28926357516421997,15,15,false
2,2,49,8,0.35856641740903283,38,19,false
1,2,49,9,0.9968254817082238,21,21,false
6,2,160,66,0.17014254689748554,30,30,true
1,1,49,0,0.8701175513952705,36,17,false
2,2,25,0,0.13718623933284257,35,15,false
2,2,25,0,0.42216297422514015,11,7,false
2,2,25,0,0.8365767364339951,17,10,false
2,2,25,0,0.9409789829348185,48,23,false
6,2,160,66,0.7130623147553207,35,33,true
1,1,49,0,0.8008756624785589,19,10,false
2,2,49,8,0.6320373408744475,46,24,true
6,2,160,66,0.08061137801441298,44,40,true
6,2,160,66,0.9396544945871921,37,33,false
2,2,49,8,0.7379654620906007,20,12,false
2,2,49,8,0.2056776597048492,10,8,false
2,2,49,8,0.3492863542968564,48,23,false
2,2,25,0,0.4513646376365634,23,10,true
1,2,49,9,0.8316521567038494,48,48,true
1,1,49,0,0.6074347979814592,17,9,false
4,2,160,79,0.0011566500984665495,42,37,false
2,2,49,8,0.018647855011820424,37,23,false
2,2,49,8,0.5671772596781415,27,12,false
1,1,49,0,0.2883526824411422,38,18,false
2,2,25,0,0.05306796502973643,42,20,false
2,2,25,0,0.8657046372042485,16,7,false
4,2,160,79,0.9205636024063933,16,11,true
1,1,49,0,0.5088644038490726,36,36,false
1,1,49,0,0.5976045000792002,45,22,false
4,2,160,79,0.4389688189184303,26,17,false
2,2,49,8,0.4390447353126228,15,13,false
4,2,160,79,0.9781822935461275,37,37,false
2,2,25,0,0.6198944521379453,25,13,true
1,1,49,0,0.2276810657941648,50,26,false
2,2,49,8,0.676348976885651,30,15,true
4,2,160,79,0.6345344698603953,14,14,false
2,2,25,0,0.9520168329586521,43,20,false
2,2,49,8,0.6617450534554958,32,17,false
2,2,25,0,0.96750686521368,46,21,false
2,2,25,0,0.5321830433587804,45,20,false
2,2,25,0,0.036714204251537486,18,8,false
6,2,160,66,0.6691526856666882,11,5,false
1,1,49,0,0.2095995604471268,27,12,false
4,2,160,79,0.00492679124716644,23,23,false
1,2,49,9,0.6544872369302561,23,23,false
2,2,25,0,0.6302149272890545,46,23,false
4,2,160,79,0.9942906207823967,41,37,false
4,2,160,79,0.7687547815470532,46,33,true
2,2,25,0,0.6275544380705574,12,8,false
1,1,49,0,0.2288751526395002,34,16,false
1,2,49,9,0.6978853294357052,45,45,false
2,2,25,0,0.5410160220013203,36,16,false
2,2,49,8,0.9582314060711241,42,21,true
1,2,49,9,0.21440103252913267,45,45,false
2,2,25,0,0.9844258932955674,41,18,false
4,2,160,79,0.3192441735101752,48,24,true
4,2,160,79,0.9664451631435207,26,24,true
1,1,49,0,0.9000779785701168,27,13,false
1,1,49,0,0.13399906069671763,29,13,false
1,2,49,9,0.4522199795271724,42,42,false
1,2,49,9,0.1576126399148332,21,21,false
1,1,49,0,0.370679680888084,31,26,false
2,2,49,8,0.5048594969397598,38,20,false
4,2,160,79,0.7519837957750389,23,21,true
2,2,25,0,0.5678353937709388,43,21,false
6,2,160,66,0.5755210587896773,13,7,false
1,1,49,0,0.5845322852987319,35,27,false
2,2,25,0,0.2128940860344064,19,10,false
2,2,49,8,0.199442376008649,23,13,false
1,1,49,0,0.7317270727068732,15,9,false
4,2,160,79,0.46955114576250667,17,17,true
4,2,160,79,0.2928009752910109,50,39,false
2,2,49,8,0.6794106891486443,29,15,false
4,2,160,79,0.184145477920303,45,45,true
2,2,25,0,0.6168045400486488,48,21,false
6,2,160,66,0.856134229843631,45,34,true
1,2,49,9,0.021233749219340292,17,17,false
1,2,49,9,0.22400088989120748,15,15,false
1,2,49,9,0.8014557714405742,42,42,true
1,2,49,9,0.1920520431464734,35,35,false
4,2,160,79,0.44848249512526295,37,28,false
6,2,160,66,0.2666063193883734,38,27,false
1,1,49,0,0.35289377523303533,14,8,false
2,2,25,0,0.19873122567255752,26,12,false
2,2,49,8,0.8521601332518653,12,9,false
2,2,25,0,0.5374443517710645,10,10,false
1,1,49,0,0.5991553555069444,29,25,false
4,2,160,79,0.9688919902513825,34,34,false
6,2,160,66,0.49898912250749583,30,24,false
2,2,49,8,0.688428759841958,41,21,true
1,1,49,0,0.2489183519419259,42,18,false
1,1,49,0,0.6486190891953606,25,13,false
4,2,160,79,0.30232216204040174,46,36,true
2,2,25,0,0.7559163606639178,29,12,false
4,2,160,79,0.8408425808545404,44,28,false
1,2,49,9,0.017512749911761993,12,12,false
2,2,25,0,0.12643190631809043,39,21,false
2,2,49,8,0.9989023129859431,34,18,true
1,1,49,0,0.14869830210562096,13,8,false
1,1,49,0,0.638314862202878,22,11,false
1,2,49,9,0.5762584829668292,37,37,false
4,2,160,79,0.6308092755360867,50,39,true
4,2,160,79,0.19711905079517844,29,23,false
1,1,49,0,0.7996161953917665,36,16,false
2,2,25,0,0.7303350376574437,19,9,false
2,2,49,8,0.7111148306522724,34,17,false
1,2,49,9,0.8803058369928023,31,31,false
1,1,49,0,0.43471379809083754,30,14,false
1,1,49,0,0.19265079142077113,16,13,false
2,2,25,0,0.35328592150807725,23,12,false
6,2,160,66,0.38964773486051996,30,21,true
1,2,49,9,0.5681467250898858,25,25,true
6,2,160,66,0.09209849521049696,38,27,false
6,2,160,66,0.7451392864337166,12,12,true
1,1,49,0,0.2866436805492558,31,15,false
1,1,49,0,0.45982514221641935,33,17,false
4,2,160,79,0.32643219122399914,39,27,false
1,1,49,0,0.9231795477569613,13,13,false
2,2,49,8,0.11248947368427953,20,13,false
6,2,160,66,0.6471098445188435,31,26,false
4,2,160,79,0.6011918224858392,15,12,false
2,2,25,0,0.08705880978152436,44,20,false
1,1,49,0,0.2794324985345362,34,23,false
2,2,25,0,0.05427296546193672,21,12,false
4,2,160,79,0.749593407685597,11,6,false
1,2,49,9,0.24139297226352474,40,40,true
2,2,49,8,0.1665160235155002,31,17,false
2,2,49,8,0.8026584670045815,43,21,false
1,2,49,9,0.3234196828006788,16,16,false
6,2,160,66,0.48271349496520255,27,19,true
1,1,49,0,0.021086645681823724,44,28,false
4,2,160,79,0.1131729124114168,15,15,true
6,2,160,66,0.9363762799304142,16,13,true
2,2,25,0,0.8065828306443781,49,20,false
4,2,160,79,0.4768132019721196,29,29,true
4,2,160,79,0.13638563237741008,21,14,false
2,2,49,8,0.7767274733455266,47,23,false
4,2,160,79,0.3889488967060306,23,15,false
2,2,25,0,0.9291111474938281,19,10,true
2,2,25,0,0.38837817901396965,46,23,false
4,2,160,79,0.5485265254225504,36,36,false
1,2,49,9,0.7179603089381504,45,45,false
4,2,160,79,0.04613648959395955,38,38,false
1,2,49,9,0.3568317648838719,35,35,false
2,2,49,8,0.8426245091951052,49,24,false
4,2,160,79,0.2965009256451304,24,24,false
2,2,25,0,0.9719089661480341,20,10,false
1,2,49,9,0.9371556420025886,13,13,false
2,2,25,0,0.5068442708874692,26,13,false
4,2,160,79,0.9455433555887738,47,28,true
4,2,160,79,0.63829499142651,47,34,false
2,2,49,8,0.7882363900146651,39,20,false
4,2,160,79,0.3207643058475943,22,22,true
2,2,49,8,0.4115832024065462,46,22,true
1,1,49,0,0.3283320753471638,20,11,false
1,2,49,9,0.05585226202714488,22,22,false
2,2,49,8,0.9534108966681725,21,13,false
2,2,25,0,0.5951863618384519,12,10,false
1,1,49,0,0.6800102517728396,41,19,false
6,2,160,66,0.9286291052814378,37,33,true
2,2,49,8,0.33100381041027316,19,12,false
2,2,49,8,0.7826409916913025,22,11,false
6,2,160,66,0.9257398904041253,32,20,true
1,1,49,0,0.9478074653804369,28,14,false
6,2,160,66,0.7993514292263321,33,33,true
1,2,49,9,0.6537595788050845,41,41,false
1,2,49,9,0.9499600461145182,32,32,true
2,2,49,8,0.7468296485382702,26,14,false
1,2,49,9,0.34800335504361013,47,47,true
6,2,160,66,0.6831554982664158,15,10,false
6,2,160,66,0.3897409989235673,13,7,false
4,2,160,79,0.5522530754507162,28,18,true
4,2,160,79,0.14378721280316287,37,34,false
1,2,49,9,0.7803136032094711,46,46,false
1,1,49,0,0.38772641492679716,12,12,false
4,2,160,79,0.6705933026840546,19,18,true
6,2,160,66,0.950940522519125,50,36,true
1,1,49,0,0.9942167071062739,31,14,false
2,2,49,8,0.13165871373570925,31,17,false
4,2,160,79,0.2305501191156446,21,15,false
1,2,49,9,0.10281831868153513,47,47,false
1,1,49,0,0.2327150470380207,46,21,false
6,2,160,66,0.1244889570800275,33,29,false
6,2,160,66,0.5822999214261954,42,34,true
2,2,25,0,0.3290884539522796,34,15,false
2,2,49,8,0.24561758057568117,28,16,false
1,2,49,9,0.5751076429694484,17,17,false
6,2,160,66,0.9742755892576032,35,35,true
2,2,49,8,0.7416678153434799,41,20,false
6,2,160,66,0.760914860268991,30,30,true
1,1,49,0,0.6182879513610866,48,25,false
4,2,160,79,0.9927382049701068,29,27,true
2,2,25,0,0.6139656358261596,18,10,true
4,2,160,79,0.7642834878498134,21,15,false
1,1,49,0,0.5166690158969145,25,12,false
2,2,49,8,0.9650738987851069,13,9,true
2,2,49,8,0.8081614215055855,50,24,false
2,2,25,0,0.9269011262003195,38,18,true
1,2,49,9,0.14978113635361878,40,40,false
2,2,25,0,0.803382784715926,39,18,false
4,2,160,79,0.11566640496507075,19,19,false
1,2,49,9,0.3027405577602119,36,36,false
2,2,25,0,0.4414078408164104,50,25,false
1,1,49,0,0.6332726452573982,33,16,false
1,2,49,9,0.18870467392812074,29,29,false
1,2,49,9,0.8184182442294525,38,38,true
6,2,160,66,0.4162365064177156,45,31,true
1,2,49,9,0.24941831175820406,44,44,false
1,1,49,0,0.10249594337263579,26,13,false
1,1,49,0,0.08152152413044234,27,13,false
2,2,49,8,0.9044598992299497,32,17,false
2,2,49,8,0.8372593859470295,24,13,false
1,2,49,9,0.6970147085768216,10,10,false
2,2,25,0,0.10197189812504193,38,16,false
1,1,49,0,0.37043598655163634,40,19,false
2,2,49,8,0.003982017908252367,35,19,false
2,2,49,8,0.5300388959776612,16,11,false
2,2,25,0,0.8754938115260638,50,21,true
1,1,49,0,0.5482257884463625,37,18,false
2,2,25,0,0.14429592537114078,43,20,false
2,2,49,8,0.8390437774789532,48,23,false
4,2,160,79,0.458153708575895,37,28,false
1,2,49,9,0.7267515540480604,27,27,false
2,2,49,8,0.791467692974335,22,12,false
2,2,25,0,0.6906669067212693,35,17,false
2,2,49,8,0.3999841565433344,30,16,false
1,2,49,9,0.7080833181396157,39,39,false
1,1,49,0,0.2991741864351085,39,17,false
1,2,49,9,0.14278997206865007,48,48,false
4,2,160,79,0.4481048089542198,38,28,false
4,2,160,79,0.09957693439204163,15,14,false
6,2,160,66,0.4932198937613672,46,32,true
2,2,49,8,0.11649984881869968,11,9,false
2,2,25,0,0.3244178986677071,34,16,false
6,2,160,66,0.151371410901199,18,13,false
1,1,49,0,0.3078078272452973,30,14,false
4,2,160,79,0.3895959777752068,49,24,true
2,2,49,8,0.3719623060553283,45,23,true
2,2,49,8,0.4006047154487996,14,7,false
2,2,25,0,0.31864657125033735,32,14,false
2,2,25,0,0.5271791736658137,37,17,false
1,2,49,9,0.9033511874233413,25,25,false
2,2,49,8,0.188329626675258,34,17,true
1,2,49,9,0.8232410128224841,28,28,true
2,2,25,0,0.9687708654067898,34,15,false
6,2,160,66,0.8157787953366837,12,7,false
1,2,49,9,0.9818219247950565,13,13,false
1,1,49,0,0.9704722341349566,45,21,false
2,2,25,0,0.14711304151444837,22,10,false
4,2,160,79,0.7022056746489946,17,15,false
2,2,25,0,0.8755801852360926,39,19,false
2,2,25,0,0.9563566760489762,50,24,false
4,2,160,79,0.9362827684901392,46,43,true
2,2,25,0,0.18547573770373038,10,9,false
2,2,25,0,0.7929174340520385,49,23,true
4,2,160,79,0.8509385557659412,29,19,true
1,1,49,0,0.5224852760488664,21,11,false
1,1,49,0,0.20088704956409964,44,20,false
4,2,160,79,0.5978950152331364,44,39,false
2,2,25,0,0.2875769715046569,25,11,false
4,2,160,79,0.6880955351648483,34,34,true
2,2,49,8,0.8429463500877165,34,18,true
1,1,49,0,0.141812702342773,17,9,false
1,2,49,9,0.46769637897205163,35,35,true
6,2,160,66,0.47197346327582346,22,14,true
2,2,25,0,0.9769519420343301,38,17,false
6,2,160,66,0.19801056761116398,19,13,false
2,2,49,8,0.8086417708757266,17,9,false
2,2,49,8,0.9132717157914704,41,20,true
4,2,160,79,0.7461343539503741,30,24,true
2,2,49,8,0.6768884681774883,36,19,false
6,2,160,66,0.7135746739980517,10,5,false
1,1,49,0,0.2978692972699294,29,14,false
1,2,49,9,0.5933470077918173,13,13,false
2,2,49,8,0.9408896660887963,50,25,false
1,1,49,0,0.4078844858873826,32,15,false
2,2,25,0,0.8637959700015034,16,8,false
1,1,49,0,0.06635019991996383,26,12,false
2,2,49,8,0.3996495952168605,41,21,true
1,2,49,9,0.23930348337319363,24,24,false
2,2,25,0,0.9597510003960645,28,12,false
4,2,160,79,0.09716451338590748,22,14,false
1,2,49,9,0.623352926726878,45,45,false
2,2,25,0,0.5293908781468402,46,21,false
1,1,49,0,0.18370382319025114,17,8,false
2,2,25,0,0.7222912139172182,30,16,false
2,2,49,8,0.5379392509524978,14,8,false
1,1,49,0,0.5221981667473541,30,14,false
2,2,49,8,0.18685222749879127,47,21,false
2,2,49,8,0.2798159212506015,17,10,false
6,2,160,66,0.7861462173976425,11,5,false
4,2,160,79,0.37076594440195143,33,33,false
2,2,25,0,0.4337339223225175,43,21,false
2,2,25,0,0.8282939920592973,49,24,true
2,2,49,8,0.17995727768335934,13,10,false
2,2,49,8,0.04302012253426257,11,8,false
6,2,160,66,0.3988308047934115,45,45,false
1,1,49,0,0.48705196777822446,16,9,false
1,1,49,0,0.3549890654937684,12,7,false
6,2,160,66,0.651391220503244,20,14,false
2,2,25,0,0.4614514205454522,25,12,false
1,1,49,0,0.367044381729974,16,8,false
2,2,49,8,0.6717343771332828,20,14,false
2,2,49,8,0.24542797468764044,34,18,true
1,2,49,9,0.7968118199619731,26,26,false
4,2,160,79,0.805774343188374,42,42,true
4,2,160,79,0.47600647263908813,14,11,false
4,2,160,79,0.5052693701158747,34,20,false
2,2,25,0,0.4475903536686726,42,17,true
2,2,49,8,0.6376972115050006,41,20,false
1,2,49,9,0.3164461413327412,24,24,false
2,2,25,0,0.0373647275838328,27,11,false
2,2,49,8,0.531770548625898,22,12,false
4,2,160,79,0.09713292058080969,12,8,false
1,2,49,9,0.6630442699197828,20,20,false
6,2,160,66,0.38896200118301405,11,7,false
2,2,49,8,0.8070033358849305,41,22,true
4,2,160,79,0.17700921985925722,25,14,false
6,2,160,66,0.9882258952853799,37,26,false
1,1,49,0,0.769920816446792,20,10,false
4,2,160,79,0.497482097178768,21,17,false
1,2,49,9,0.5141392529442445,18,18,false
1,1,49,0,0.38425581437209155,28,16,false
2,2,49,8,0.5978937698340099,18,11,false
6,2,160,66,0.01913656461353941,23,23,false
2,2,25,0,0.4010486562295752,34,16,false
4,2,160,79,0.10585035539082521,15,11,false
1,2,49,9,0.578515938172746,40,40,true
6,2,160,66,0.5915878943390046,20,14,false
4,2,160,79,0.7829575544677677,23,23,true
1,1,49,0,0.21663573565382654,45,21,false
6,2,160,66,0.004251219494063485,19,14,false
4,2,160,79,0.2521539005486856,46,45,true
4,2,160,79,0.7967337333067197,19,19,true
6,2,160,66,0.03498552270058186,16,10,false
6,2,160,66,0.7808111513061611,30,27,false
1,1,49,0,0.9787211111113177,32,32,false
4,2,160,79,0.6156068826069505,11,6,false
2,2,25,0,0.16679482631559628,30,16,false
1,1,49,0,0.6531165118441058,28,13,false
4,2,160,79,0.18704040111955622,37,28,false
1,2,49,9,0.08297832372641645,15,15,false
4,2,160,79,0.3175391573664843,43,43,false
1,2,49,9,0.28402161803751,36,36,false
1,2,49,9,0.5196514461039133,18,18,false
1,1,49,0,0.7833943477819321,30,22,false
4,2,160,79,0.6126904285532865,18,14,false
2,2,49,8,0.25493134645022675,23,15,false
2,2,49,8,0.7287429779674407,26,14,true
2,2,49,8,0.08671007575207901,15,10,false
2,2,49,8,0.4406587478602605,49,25,false
2,2,25,0,0.5787004736932065,14,7,false
1,2,49,9,0.30359262748065785,35,35,true
2,2,49,8,0.952082687614342,45,23,true
1,2,49,9,0.47695915170579395,27,27,false
2,2,49,8,0.04905027003615803,35,18,false
2,2,25,0,0.4460611096545377,30,15,false
2,2,25,0,0.9148928281676484,23,10,false
2,2,25,0,0.9015797522889529,23,13,false
6,2,160,66,0.8817947403240125,44,23,true
1,2,49,9,0.2065988271727065,18,18,false
2,2,25,0,0.6620153922062358,33,17,false
2,2,49,8,0.8520259371255197,30,17,false
4,2,160,79,0.8062320565174803,29,29,false
4,2,160,79,0.4132371319289333,21,21,true
4,2,160,79,0.9166894133215946,17,17,true
4,2,160,79,0.30034155887047076,19,19,true
4,2,160,79,0.9878413991050445,11,10,false
1,1,49,0,0.49674981489391756,33,16,false
2,2,49,8,0.8206032622656011,13,9,true
2,2,49,8,0.02506115550122978,14,10,false
1,1,49,0,0.5495215086221708,19,11,false
2,2,25,0,0.4793373769138113,12,6,false
4,2,160,79,0.8532813959850968,25,25,true
2,2,25,0,0.9452902625897964,16,12,true
6,2,160,66,0.9261246206101835,34,23,true
1,2,49,9,0.1178038323192101,18,18,false
2,2,49,8,0.5498140755982627,49,25,false
2,2,25,0,0.8468591351121987,10,6,false
4,2,160,79,0.4858524498760963,17,17,false
2,2,49,8,0.584480799869309,35,18,true
1,1,49,0,0.13180113633265922,20,10,false
6,2,160,66,0.8820753040074659,37,23,true
2,2,25,0,0.6168148393396492,27,13,true
2,2,25,0,0.24859055964776622,17,7,false
6,2,160,66,0.5532573667856809,14,12,false
4,2,160,79,0.4398839208421095,42,26,false
6,2,160,66,0.46515291280958815,10,6,true
4,2,160,79,0.3491211528443724,11,10,true
4,2,160,79,0.9104227153575499,34,34,true
2,2,49,8,0.41138403015293123,31,18,false
1,1,49,0,0.7773969444708194,37,17,false
2,2,25,0,0.3658222847905127,32,13,true
2,2,25,0,0.4010481976695327,45,19,false
2,2,25,0,0.5663575920792205,36,15,false
6,2,160,66,0.47779647909875744,21,14,true
1,1,49,0,0.47642849845709145,44,35,false
1,2,49,9,0.9939792517109367,32,32,true
4,2,160,79,0.0023835940324435922,17,14,false
1,2,49,9,0.09097318916658992,28,28,false
1,2,49,9,0.3404205592239844,38,38,false
1,1,49,0,0.7561121716950506,44,20,false
2,2,25,0,0.36376404386872074,13,7,false
2,2,25,0,0.6726024641274754,23,10,false
1,1,49,0,0.9507866046435681,33,17,false
1,2,49,9,0.7761749650322549,29,29,true
2,2,25,0,0.705116518188225,18,10,false
2,2,25,0,0.782572490167481,49,25,false
2,2,25,0,0.7679997246643088,25,15,false
6,2,160,66,0.14883996101026564,20,16,false
1,1,49,0,0.629841064456385,30,15,false
2,2,49,8,0.4930046643795517,40,21,false
6,2,160,66,0.7274441354737562,37,37,false
6,2,160,66,0.10929054123650705,16,9,false
2,2,49,8,0.7787855659837316,23,14,true
4,2,160,79,0.1385550756358448,36,31,false
2,2,25,0,0.3610075602947639,40,19,false
1,2,49,9,0.8280477879880195,41,41,false
1,2,49,9,0.28424637686788945,45,45,false
2,2,25,0,0.6762948455438803,42,21,false
1,1,49,0,0.9288438610004668,42,21,false
2,2,49,8,0.47389194872881146,15,10,false
1,2,49,9,0.17599679307923521,19,19,false
1,2,49,9,0.2618581142890294,11,11,false
4,2,160,79,0.34926677685436547,15,14,false
1,1,49,0,0.8089234924972013,34,16,false
4,2,160,79,0.8927008488896433,30,25,false
2,2,25,0,0.8793611800943433,12,6,false
6,2,160,66,0.03735106809854072,39,39,false
6,2,160,66,0.3308274225428871,35,23,false
6,2,160,66,0.8394999829492932,38,32,true
2,2,49,8,0.6321245444023398,39,19,false
2,2,25,0,0.7912477034109955,10,8,false
6,2,160,66,0.11073234244261143,28,21,false
4,2,160,79,0.9836910028397492,17,14,true
4,2,160,79,0.9480450798365563,44,31,true
1,2,49,9,0.9668390086911853,27,27,false
4,2,160,79,0.10754380560943277,16,16,true
2,2,25,0,0.026658122616647684,24,12,false
6,2,160,66,0.13035750580538585,15,12,false
4,2,160,79,0.9928707604715936,38,28,false
6,2,160,66,0.9599581122761621,43,30,true
4,2,160,79,0.979622983212999,15,13,false
2,2,49,8,0.5410656224403938,19,11,false
2,2,25,0,0.2211549977258288,16,7,false
1,1,49,0,0.20262283614536225,15,9,false
1,1,49,0,0.5986553460457162,26,15,false
1,2,49,9,0.9156488162866667,34,34,false
1,2,49,9,0.6429635526036365,20,20,false
6,2,160,66,0.05109950396373719,22,16,false
2,2,49,8,0.5692394959837316,36,21,true
2,2,25,0,0.8923714965674445,21,13,false
